face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/annoyed_asian_551_1_face0.png,East Asian,Asian,Male,20-29,"[2.8161262e-03 1.0372859e-03 2.3292977e-02 6.7136383e-01 2.9977795e-01
 1.5294119e-03 1.8236927e-04]",[0.00157946 0.00252015 0.9865564  0.009344  ],[0.5633875 0.4366125],"[1.09266315e-04 3.99852395e-02 3.87239456e-01 5.31851470e-01
 3.93797159e-02 1.41240074e-03 1.98884409e-05 2.30426735e-06
 1.98037341e-07]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/amazed_asian_6_0_face0.png,East Asian,Asian,Male,20-29,"[5.0824374e-04 9.3030474e-05 3.2247390e-04 9.5817417e-01 4.0819228e-02
 6.3814856e-05 1.9018975e-05]",[1.1661685e-03 3.5715601e-04 9.9800992e-01 4.6676170e-04],[0.99162656 0.00837345],"[1.0813005e-05 1.6852928e-03 1.5309183e-01 6.9868380e-01 1.3260256e-01
 1.3096248e-02 7.5633044e-04 6.9809859e-05 3.2289906e-06]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/angry_asian_193_0_face0.png,Southeast Asian,Asian,Male,20-29,"[0.00433688 0.0055054  0.03438716 0.45671156 0.4837472  0.01386374
 0.00144803]",[0.00951792 0.00875199 0.97725624 0.0044739 ],[9.9940997e-01 5.9004733e-04],"[3.9509432e-06 2.1884704e-05 6.3984767e-03 4.4857559e-01 4.3787882e-01
 9.8019488e-02 8.2554631e-03 8.0980017e-04 3.6487410e-05]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/angry_asian_8_0_face0.png,East Asian,Asian,Male,40-49,"[4.4446520e-04 3.0186454e-06 5.0358903e-03 8.0033284e-01 1.9406004e-01
 1.0782459e-04 1.5849866e-05]",[1.0664163e-03 2.5082154e-05 9.9698037e-01 1.9281429e-03],[9.9999881e-01 1.1959837e-06],"[5.3478539e-07 4.3707537e-06 2.8042271e-04 1.3331233e-02 3.1304038e-01
 5.1993841e-01 1.5031712e-01 3.0763296e-03 1.1156168e-05]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/amazed_asian_761_1_face0.png,East Asian,Asian,Male,20-29,"[8.8480497e-03 2.5355618e-03 1.0075289e-02 8.8381273e-01 9.1634214e-02
 3.3231825e-04 2.7618676e-03]",[3.5270103e-03 1.5091058e-03 9.9429917e-01 6.6467840e-04],[9.9987251e-01 1.2746136e-04],"[2.1606165e-05 8.5236384e-03 1.6648103e-01 5.1070809e-01 2.7071115e-01
 4.0553182e-02 2.8329287e-03 1.6094244e-04 7.3583979e-06]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/astound_asian_16_0_face0.png,East Asian,Asian,Male,20-29,"[1.8845992e-04 3.3767754e-04 4.3318851e-04 8.1861371e-01 1.8028103e-01
 1.2890088e-04 1.7026994e-05]",[3.6338859e-04 8.2488841e-05 9.9951875e-01 3.5353347e-05],[0.9826247  0.01737531],"[1.5291691e-06 4.9284799e-04 2.0527138e-01 7.2700858e-01 6.4456157e-02
 2.6780292e-03 7.9030127e-05 1.1721511e-05 6.8054715e-07]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/excited_asian_166_0_face0.png,Southeast Asian,Asian,Male,3-9,"[1.48599427e-02 1.00127086e-01 6.39757365e-02 2.84716666e-01
 5.35192788e-01 7.49454601e-04 3.78349127e-04]",[0.00263999 0.28700072 0.70725226 0.00310702],[0.6982193  0.30178064],"[1.0325923e-02 9.5597619e-01 3.1285428e-02 1.0563819e-03 9.7194978e-04
 2.9613540e-04 6.1971085e-05 1.6535067e-05 9.4883871e-06]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/distaste_asian_17_0_face0.png,East Asian,Asian,Male,20-29,"[3.1517293e-02 1.4916058e-03 5.1582563e-03 9.1695005e-01 4.2988915e-02
 2.8261350e-04 1.6112773e-03]",[1.0888463e-02 1.6870680e-04 9.8847944e-01 4.6336403e-04],[0.91744167 0.08255833],"[7.9417288e-05 5.3350157e-03 1.6933317e-01 5.3916222e-01 2.0507877e-01
 6.6062808e-02 1.2079880e-02 2.6389391e-03 2.2980200e-04]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/annoyed_asian_29_0_face0.png,Southeast Asian,Asian,Male,50-59,"[5.5347668e-04 1.2792136e-03 1.7234152e-03 3.2547727e-01 6.6454202e-01
 4.2750216e-03 2.1495295e-03]",[8.2338855e-05 1.5343273e-03 9.9595737e-01 2.4260203e-03],[9.9996805e-01 3.1933778e-05],"[6.6637876e-06 2.3371347e-05 4.3270388e-04 6.5750792e-03 2.4459410e-02
 1.4528909e-01 3.9610186e-01 3.8400549e-01 4.3106254e-02]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/amazed_asian_18_0_face0.png,Middle Eastern,Asian,Male,20-29,"[1.6091821e-01 1.8483540e-04 1.3489377e-01 2.1703519e-01 6.3277021e-02
 6.8380783e-04 4.2300716e-01]",[2.9889253e-01 9.3989591e-05 6.9991010e-01 1.1034785e-03],[9.993691e-01 6.308825e-04],"[1.91259023e-05 2.04871711e-03 1.12998798e-01 5.50665259e-01
 3.05290788e-01 2.77532469e-02 1.11784646e-03 1.03115264e-04
 3.15625675e-06]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/awe_asian_551_0_face0.png,East Asian,Asian,Male,20-29,"[6.1470747e-02 4.6861905e-04 6.8980083e-02 5.6910068e-01 2.5847471e-01
 3.4932503e-03 3.8011871e-02]",[2.6492359e-02 8.2310167e-04 9.5631230e-01 1.6372319e-02],[9.9999642e-01 3.5940297e-06],"[2.7654053e-08 2.5202717e-05 5.5531438e-02 8.9421231e-01 4.9374327e-02
 8.4409257e-04 1.2064083e-05 5.1707633e-07 1.0659585e-08]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/annoyed_asian_733_0_face0.png,East Asian,Asian,Male,40-49,"[6.4778971e-05 1.2627009e-03 1.9182023e-04 8.8553667e-01 1.1284530e-01
 9.0775480e-05 7.9371148e-06]",[2.4421251e-04 2.5490166e-03 9.9718142e-01 2.5394076e-05],[0.64898336 0.35101664],"[1.0827318e-05 6.2273059e-05 1.1899545e-03 3.6242578e-02 1.5492810e-01
 3.4158051e-01 3.2846531e-01 1.2585159e-01 1.1668832e-02]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/amazed_asian_11_0_face0.png,East Asian,Asian,Male,20-29,"[1.8536806e-02 3.2119788e-03 5.9495606e-02 5.6961882e-01 3.4842479e-01
 2.7638348e-04 4.3558326e-04]",[5.2857171e-03 1.2746016e-03 9.9332041e-01 1.1924013e-04],[0.9902443  0.00975568],"[1.04684805e-04 6.36709109e-03 1.16141960e-01 7.83468008e-01
 8.85517225e-02 5.20964153e-03 1.33086345e-04 2.22105227e-05
 1.61370076e-06]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/mad_asian_421_2_face0.png,East Asian,Asian,Male,10-19,"[2.1556389e-02 9.7034348e-04 1.4469475e-02 7.8403562e-01 1.7352200e-01
 1.0583112e-04 5.3404430e-03]",[3.8848553e-04 2.1598529e-04 9.9926805e-01 1.2739246e-04],[0.9971758  0.00282421],"[9.0045294e-05 1.2693425e-02 5.1706922e-01 4.1382408e-01 5.2740823e-02
 3.4623849e-03 1.0490271e-04 1.4350936e-05 8.3214263e-07]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/amazed_asian_1_0_face0.png,East Asian,Asian,Male,10-19,"[4.4530332e-03 2.5646442e-03 2.8345449e-02 6.9811219e-01 2.6576561e-01
 1.9899297e-04 5.6007854e-04]",[4.5457091e-03 3.4272624e-03 9.9166071e-01 3.6627066e-04],[0.96306556 0.03693446],"[8.4762933e-04 1.1773710e-01 6.3643229e-01 1.7813826e-01 5.2530158e-02
 1.3040861e-02 1.0700473e-03 1.8762602e-04 1.6114003e-05]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/fighting_asian_21_0_face0.png,East Asian,Asian,Male,30-39,"[2.7650882e-02 3.9964577e-04 1.0771168e-02 4.9632964e-01 4.6201602e-01
 1.8454683e-03 9.8723033e-04]",[5.4524769e-03 4.7425082e-04 9.8490864e-01 9.1645503e-03],[0.59428537 0.4057146 ],"[4.1221858e-07 3.9258826e-05 1.2154411e-02 4.5333955e-01 4.5718116e-01
 7.2512843e-02 4.5196796e-03 2.4151408e-04 1.1144587e-05]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/afraid_asian_2_0_face0.png,East Asian,Asian,Male,10-19,"[7.9816038e-04 1.9095867e-04 3.3575515e-03 5.9789795e-01 3.9696169e-01
 6.5581338e-04 1.3797187e-04]",[6.6797216e-03 5.9179170e-04 9.8741788e-01 5.3105690e-03],[0.99647725 0.00352272],"[3.9814920e-05 4.7826514e-02 5.7851738e-01 3.3721671e-01 3.3789642e-02
 2.5194644e-03 8.1625949e-05 8.2484121e-06 5.5545911e-07]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/hostile_asian_730_1_face0.png,Southeast Asian,Asian,Male,20-29,"[5.2385167e-03 1.0892658e-03 2.4357848e-02 3.0615789e-01 6.6283029e-01
 1.7511763e-04 1.5119332e-04]",[2.4815215e-04 6.1228726e-05 9.9966109e-01 2.9518847e-05],[0.97548765 0.02451239],"[1.2877722e-06 4.3948885e-04 1.8506582e-01 7.6253796e-01 5.1100127e-02
 8.4320043e-04 1.1322586e-05 7.5505864e-07 5.2850336e-08]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/amazed_asian_20_0_face0.png,East Asian,Asian,Male,20-29,"[3.40651155e-01 2.71667523e-04 7.54807889e-02 4.10385907e-01
 1.08259484e-01 4.59003553e-04 6.44919947e-02]",[3.3287701e-01 2.6764977e-04 6.6502011e-01 1.8352115e-03],[0.9223784  0.07762165],"[4.6668638e-06 5.8077264e-04 1.0331283e-01 7.5131327e-01 1.3299322e-01
 1.0773046e-02 9.1363094e-04 1.0227674e-04 6.2639392e-06]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/mad_asian_23_0_face0.png,East Asian,Asian,Male,0-2,"[3.8994364e-02 6.5386841e-05 2.8191668e-03 9.0084839e-01 5.5669077e-02
 5.6109182e-04 1.0424874e-03]",[6.8171673e-02 2.6017774e-04 9.3047190e-01 1.0962216e-03],[0.6295089  0.37049112],"[5.6988817e-01 4.1056481e-01 8.7267943e-03 1.9699219e-03 4.1712066e-03
 3.2981187e-03 1.1148647e-03 2.2465699e-04 4.1472995e-05]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/hostile_asian_730_6_face0.png,Southeast Asian,Asian,Male,20-29,"[0.01293008 0.3690059  0.02222788 0.1829866  0.40331212 0.00748968
 0.00204776]",[1.6456669e-03 4.5313988e-02 9.5216042e-01 8.7995804e-04],[0.99495864 0.00504135],"[4.4462213e-05 1.8469323e-03 5.8558881e-02 5.6397504e-01 3.0924192e-01
 5.7558201e-02 7.6689771e-03 9.4872218e-04 1.5691140e-04]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/annoyed_asian_1_0_face0.png,East Asian,Asian,Male,20-29,"[1.1024197e-03 2.4273605e-04 4.1214391e-03 7.0653486e-01 2.8719303e-01
 5.8796786e-04 2.1755690e-04]",[3.1541867e-04 2.5094858e-05 9.9917436e-01 4.8511295e-04],[9.999473e-01 5.272546e-05],"[3.3898914e-06 7.1185344e-04 9.8945156e-02 7.9032505e-01 1.0656434e-01
 3.3988007e-03 4.6735215e-05 4.5561324e-06 1.3732739e-07]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/amazed_actor_250_7_face0.png,East Asian,Asian,Male,20-29,"[3.1570913e-03 3.9365189e-04 3.6949252e-03 6.2400055e-01 3.6794072e-01
 5.5159180e-04 2.6154856e-04]",[6.8733026e-04 9.3340367e-04 9.9811083e-01 2.6848289e-04],[0.9978218  0.00217819],"[3.7393369e-07 6.0121070e-05 4.5717333e-02 8.2502705e-01 1.2481877e-01
 4.2684865e-03 1.0236882e-04 5.2628934e-06 2.3699570e-07]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/fighting_asian_347_0_face0.png,East Asian,Asian,Male,20-29,"[0.1472441  0.00481969 0.0648224  0.6768219  0.0555867  0.00919638
 0.04150892]",[1.6561642e-01 1.2648715e-04 8.3408719e-01 1.6997533e-04],[0.5347374  0.46526265],"[2.1657688e-04 1.7436691e-02 2.5833952e-01 6.5253538e-01 6.7913495e-02
 3.2555461e-03 2.5662300e-04 4.3578646e-05 2.5310769e-06]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/mad_asian_440_1_face0.png,East Asian,Asian,Male,20-29,"[6.3659055e-03 1.5112966e-04 2.0368809e-03 7.0520943e-01 2.8541788e-01
 7.0658098e-05 7.4804545e-04]",[1.5524028e-02 1.9882769e-04 9.8408473e-01 1.9242649e-04],[9.9967891e-01 3.2107244e-04],"[3.1369939e-07 6.7918962e-05 6.4999558e-02 8.5599190e-01 7.7440389e-02
 1.4624866e-03 3.4971155e-05 2.4149699e-06 8.2084426e-08]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/fighting_asian_144_0_face0.png,East Asian,Asian,Male,20-29,"[0.04668583 0.00103602 0.01174122 0.8451457  0.08541206 0.00174489
 0.00823421]",[7.381349e-02 1.273027e-03 9.241997e-01 7.138235e-04],[0.6975945  0.30240545],"[1.81016000e-03 3.92523929e-02 2.39840314e-01 6.00396872e-01
 1.06104515e-01 1.06590334e-02 1.42232992e-03 4.35262598e-04
 7.91328057e-05]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/amazed_american_669_1_face0.png,East Asian,Asian,Male,30-39,"[0.00655166 0.00077654 0.07058904 0.5058502  0.4128012  0.00284764
 0.00058373]",[0.02345962 0.00777438 0.946432   0.02233397],[0.9964349  0.00356506],"[4.9787585e-04 2.2015326e-02 5.3665660e-02 3.8584009e-01 4.7030982e-01
 6.3420489e-02 3.8577113e-03 3.6132228e-04 3.1631327e-05]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/mad_asian_31_0_face0.png,East Asian,Asian,Male,20-29,"[1.0302342e-03 1.5344883e-04 1.2564852e-02 6.8850368e-01 2.9691097e-01
 7.3916017e-04 9.7630982e-05]",[7.1423688e-05 8.1691906e-06 9.9947405e-01 4.4634205e-04],[9.9998152e-01 1.8482384e-05],"[1.0004996e-05 5.9923058e-04 5.1679172e-02 8.5582125e-01 9.0265706e-02
 1.6153385e-03 8.4774711e-06 8.5210212e-07 2.2344214e-08]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/mad_asian_15_0_face0.png,East Asian,Asian,Male,20-29,"[2.1173272e-03 7.5918833e-06 3.0970250e-03 9.3584770e-01 5.8380757e-02
 3.4277771e-05 5.1531370e-04]",[4.8311772e-03 3.2266358e-05 9.9467099e-01 4.6557843e-04],[9.999918e-01 8.284697e-06],"[1.3095169e-07 7.9255769e-06 6.1245938e-03 5.2436787e-01 4.4534308e-01
 2.3683615e-02 4.5908592e-04 1.3599159e-05 1.6215623e-07]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/disgust_asian_111_0_face0.png,East Asian,Asian,Male,30-39,"[3.00990505e-04 1.46696175e-05 2.57882476e-03 8.72044086e-01
 1.24824233e-01 1.90292107e-04 4.68029575e-05]",[3.4019799e-04 2.1507774e-04 9.9520540e-01 4.2393254e-03],[0.9886127 0.0113873],"[1.97948066e-06 1.16658404e-04 1.35317780e-02 3.12571079e-01
 4.09056246e-01 2.30798677e-01 3.15284282e-02 2.36028805e-03
 3.48646718e-05]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/amazed_american_669_0_face0.png,East Asian,Asian,Male,20-29,"[0.00972141 0.00239996 0.04962818 0.6645091  0.24407716 0.00801397
 0.02165019]",[6.82415674e-03 4.26309474e-04 9.77844656e-01 1.49049135e-02],[0.8834634  0.11653664],"[8.9800131e-04 4.5553755e-02 2.5676665e-01 5.3918850e-01 1.4278825e-01
 1.3883542e-02 7.3675608e-04 1.6821659e-04 1.6249494e-05]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/afraid_asian_24_0_face0.png,East Asian,Asian,Male,20-29,"[1.0049986e-03 2.2966920e-05 2.1459884e-03 7.5282705e-01 2.4352640e-01
 3.8432592e-04 8.8327040e-05]",[5.5673514e-03 6.4503454e-04 9.9347717e-01 3.1047899e-04],[0.8239679  0.17603214],"[1.1035672e-04 6.3028811e-03 7.2380997e-02 4.1322568e-01 3.7664452e-01
 1.1860738e-01 1.0738867e-02 1.8592861e-03 1.2992806e-04]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/mad_asian_195_0_face0.png,Southeast Asian,Asian,Male,20-29,"[4.9503022e-03 3.9767213e-02 7.5770192e-02 3.1890425e-01 5.5492347e-01
 5.2699051e-03 4.1471477e-04]",[0.04392254 0.0759556  0.87809235 0.00202955],[0.9148887  0.08511136],"[2.0525689e-05 4.7490597e-03 3.1648448e-01 6.3116837e-01 4.2986020e-02
 4.1222302e-03 3.5078719e-04 9.8723322e-05 1.9723453e-05]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/amazed_asian_7_0_face0.png,East Asian,Asian,Male,20-29,"[2.1490842e-02 5.6641299e-04 1.1515042e-02 7.7026969e-01 1.9585377e-01
 1.6979515e-04 1.3446787e-04]",[1.3077323e-02 1.0438727e-04 9.8668474e-01 1.3354073e-04],[0.99743664 0.00256336],"[8.0218751e-06 4.0036018e-04 9.6405141e-02 7.0478958e-01 1.8922713e-01
 8.9008147e-03 2.5545806e-04 1.2856851e-05 5.8238760e-07]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/mad_asian_251_1_face0.png,East Asian,Asian,Male,20-29,"[1.4095286e-01 1.6134171e-04 8.2407538e-03 7.2280151e-01 4.4865686e-02
 2.9523205e-04 8.2682543e-02]",[7.5366661e-02 7.9111363e-05 9.2399454e-01 5.5972318e-04],[0.9397409  0.06025914],"[9.8054261e-05 3.3625304e-03 1.5413362e-01 7.0926958e-01 1.1968333e-01
 1.1651051e-02 1.4567322e-03 3.2078949e-04 2.4134217e-05]"
/home/steffi/dev/data/ExpW/ExpwCleaned_FairFace_detected_faces/new/asian_surprise_male/afraid_asian_20_0_face0.png,East Asian,Asian,Male,20-29,"[1.4993728e-02 5.0478880e-05 6.3476367e-03 7.4613941e-01 2.3026569e-01
 1.4266536e-03 7.7640847e-04]",[0.05139259 0.00156984 0.9384758  0.00856173],[9.999046e-01 9.538643e-05],"[1.1617994e-06 2.6133110e-05 1.3911098e-02 5.8285701e-01 3.7459111e-01
 2.7950009e-02 6.2326877e-04 3.9272163e-05 9.1566363e-07]"
